"","month","day","year","hour","minute","boro","precinct","jurisdiction_code","location_desc","statistical_murder_flag","perp_age_group","perp_sex","perp_race","latitude","longitude","unemployment_rate","percent"
"1","01","01","2010","02","57","brooklyn",77,"patrol",NA,FALSE,"unknown","unknown","unknown",40.669973913,-73.9351852569999,0.09,0.787
"2","01","01","2010","03","43","brooklyn",75,"patrol",NA,FALSE,"unknown","unknown","unknown",40.658627322,-73.892828026,0.09,0.787
"3","01","01","2010","03","45","queens",107,"patrol",NA,FALSE,"unknown","male","black",40.7210718540001,-73.759443236,0.09,0.806
"4","01","01","2010","04","08","bronx",48,"patrol",NA,FALSE,"unknown","male","white hispanic",40.8560328090001,-73.888448814,0.09,0.694
"5","01","01","2010","05","43","brooklyn",81,"patrol",NA,TRUE,"25-44","male","black",40.6890962040001,-73.92561654,0.09,0.787
"6","01","01","2010","06","55","brooklyn",67,"patrol",NA,FALSE,"unknown","unknown","unknown",40.6371657290001,-73.933669159,0.09,0.787
"7","01","01","2010","14","00","brooklyn",83,"patrol",NA,FALSE,"25-44","male","unknown",40.7066612140001,-73.921597885,0.09,0.787
"8","01","01","2010","14","30","bronx",42,"housing","multi dwell - public hous",FALSE,"unknown","male","black",40.8379526430001,-73.90633196,0.09,0.694
"9","01","02","2010","18","00","brooklyn",90,"patrol","grocery/bodega",TRUE,"45-64","male","white hispanic",40.707345108,-73.954780786,0.09,0.787
"10","01","02","2010","23","30","brooklyn",73,"patrol",NA,FALSE,"25-44","male","black",40.6592333630001,-73.9158854729999,0.09,0.787
"11","01","03","2010","05","16","bronx",47,"patrol","bar/night club",FALSE,"unknown","unknown","unknown",40.8714069380001,-73.8647389379999,0.09,0.694
"12","01","03","2010","18","10","brooklyn",66,"patrol","multi dwell - apt build",FALSE,"25-44","male","black",40.642147832,-73.9735904139999,0.09,0.787
"13","01","04","2010","19","10","brooklyn",60,"housing","multi dwell - public hous",FALSE,"25-44","male","black",40.591329251,-73.9827424919999,0.09,0.787
"14","01","05","2010","20","20","brooklyn",73,"housing","multi dwell - public hous",FALSE,"18-24","male","black",40.666263966,-73.905470264,0.09,0.787
"15","01","06","2010","13","50","staten island",120,"patrol",NA,FALSE,"18-24","male","black",40.6336522890001,-74.142141819,0.09,0.882
"16","01","07","2010","04","38","brooklyn",77,"patrol",NA,FALSE,"unknown","male","black",40.6757483330001,-73.92193931,0.09,0.787
"17","01","08","2010","12","25","bronx",44,"patrol",NA,FALSE,NA,NA,NA,40.830013132,-73.9181123119999,0.09,0.694
"18","01","08","2010","13","20","bronx",46,"patrol",NA,FALSE,"18-24","male","black hispanic",40.8455762520001,-73.917097853,0.09,0.694
"19","01","08","2010","23","35","queens",114,"patrol",NA,TRUE,"25-44","male","black",40.763734636,-73.938349702,0.09,0.806
"20","01","08","2010","23","35","queens",114,"patrol",NA,TRUE,"18-24","male","black",40.763734636,-73.938349702,0.09,0.806
"21","01","09","2010","00","10","bronx",46,"patrol","multi dwell - apt build",FALSE,"18-24","male","black",40.852141316,-73.922375949,0.09,0.694
"22","01","09","2010","18","05","manhattan",23,"patrol",NA,TRUE,"<18","male","white hispanic",40.790605542,-73.946432102,0.09,0.861
"23","01","09","2010","18","05","manhattan",23,"patrol",NA,TRUE,"18-24","male","white hispanic",40.790605542,-73.946432102,0.09,0.861
"24","01","09","2010","19","40","bronx",48,"patrol","multi dwell - apt build",FALSE,"18-24","male","white hispanic",40.8481772860001,-73.894367159,0.09,0.694
"25","01","09","2010","23","30","manhattan",19,"patrol",NA,FALSE,"18-24","male","white hispanic",40.7820158490001,-73.951658787,0.09,0.861
"26","01","10","2010","02","08","bronx",42,"housing","multi dwell - public hous",FALSE,"unknown","male","black",40.8366536350001,-73.907144875,0.09,0.694
"27","01","10","2010","03","42","brooklyn",77,"patrol","multi dwell - apt build",FALSE,"unknown","unknown","unknown",40.672010093,-73.959885228,0.09,0.787
"28","01","10","2010","03","42","brooklyn",77,"patrol","multi dwell - apt build",FALSE,"unknown","unknown","unknown",40.672010093,-73.959885228,0.09,0.787
"29","01","10","2010","20","30","brooklyn",79,"patrol",NA,FALSE,"18-24","male","black",40.687400633,-73.940369421,0.09,0.787
"30","01","11","2010","14","30","brooklyn",67,"patrol",NA,FALSE,NA,NA,NA,40.646863416,-73.921183919,0.09,0.787
"31","01","11","2010","21","02","brooklyn",69,"patrol",NA,FALSE,"unknown","unknown","unknown",40.642326715,-73.9005464319999,0.09,0.787
"32","01","13","2010","01","10","brooklyn",73,"housing","multi dwell - public hous",FALSE,"unknown","unknown","unknown",40.671191279,-73.909530956,0.09,0.787
"33","01","14","2010","12","06","queens",113,"patrol","pvt house",TRUE,NA,NA,NA,40.688872324,-73.792267281,0.09,0.806
"34","01","14","2010","14","14","bronx",49,"housing","multi dwell - public hous",TRUE,NA,NA,NA,40.869683937,-73.8699087689999,0.09,0.694
"35","01","14","2010","19","07","manhattan",34,"patrol","gas station",FALSE,"18-24","male","white hispanic",40.8632564640001,-73.920307672,0.09,0.861
"36","01","15","2010","03","10","manhattan",32,"patrol","bar/night club",FALSE,"25-44","male","black",40.8137384770001,-73.944952632,0.09,0.861
"37","01","15","2010","17","20","brooklyn",75,"patrol",NA,FALSE,"<18","male","white hispanic",40.6674935980001,-73.891807168,0.09,0.787
"38","01","15","2010","20","10","manhattan",7,"patrol",NA,FALSE,"25-44","male","white hispanic",40.717743945,-73.982791833,0.09,0.861
"39","01","15","2010","22","00","bronx",47,"patrol","multi dwell - apt build",FALSE,"18-24","male","black",40.8926018220001,-73.850239713,0.09,0.694
"40","01","15","2010","23","00","brooklyn",73,"patrol",NA,FALSE,"unknown","unknown","unknown",40.660883375,-73.909460459,0.09,0.787
"41","01","16","2010","04","52","queens",102,"patrol",NA,FALSE,"18-24","male","white hispanic",40.7014151920001,-73.823912535,0.09,0.806
"42","01","16","2010","23","55","bronx",41,"patrol",NA,FALSE,"unknown","unknown","unknown",40.8166731850001,-73.8879981599999,0.09,0.694
"43","01","17","2010","02","31","bronx",42,"patrol","fast food",FALSE,"unknown","unknown","unknown",40.8328969990001,-73.905478801,0.09,0.694
"44","01","17","2010","03","00","brooklyn",88,"housing","multi dwell - public hous",FALSE,"unknown","unknown","unknown",40.6958220240001,-73.978913583,0.09,0.787
"45","01","17","2010","05","40","manhattan",32,"patrol",NA,FALSE,"unknown","male","white hispanic",40.8182448750001,-73.937932501,0.09,0.861
"46","01","18","2010","02","30","brooklyn",67,"patrol","bar/night club",FALSE,"unknown","male","black",40.644526866,-73.919930649,0.09,0.787
"47","01","18","2010","04","22","staten island",120,"patrol","bar/night club",FALSE,"unknown","unknown","unknown",40.6336597550001,-74.136329727,0.09,0.882
"48","01","18","2010","04","55","bronx",46,"transit",NA,FALSE,"unknown","unknown","unknown",40.8560550510001,-73.900779259,0.09,0.694
"49","01","18","2010","05","15","brooklyn",63,"patrol","bar/night club",FALSE,"unknown","unknown","unknown",40.624700696,-73.927492649,0.09,0.787
"50","01","18","2010","11","15","bronx",47,"patrol","candy store",FALSE,"unknown","male","black",40.8961164720001,-73.847743456,0.09,0.694
"51","01","18","2010","14","26","brooklyn",79,"housing","multi dwell - public hous",TRUE,"18-24","male","black",40.699592243,-73.951780535,0.09,0.787
"52","01","18","2010","14","26","brooklyn",79,"housing","multi dwell - public hous",TRUE,"25-44","male","black",40.699592243,-73.951780535,0.09,0.787
"53","01","19","2010","21","10","bronx",47,"patrol",NA,FALSE,"unknown","unknown","unknown",40.875002367,-73.844233709,0.09,0.694
"54","01","20","2010","05","17","staten island",120,"patrol",NA,FALSE,"unknown","male","black",40.6184621740001,-74.083961573,0.09,0.882
"55","01","20","2010","19","15","brooklyn",71,"patrol",NA,FALSE,"unknown","male","black",40.6687929200001,-73.9478188579999,0.09,0.787
"56","01","21","2010","16","04","bronx",48,"patrol",NA,FALSE,"18-24","male","black",40.840387902,-73.8771494659999,0.09,0.694
"57","01","22","2010","00","01","brooklyn",75,"housing","multi dwell - public hous",FALSE,"unknown","unknown","unknown",40.660482969,-73.8812982059999,0.09,0.787
"58","01","22","2010","15","27","bronx",48,"patrol",NA,FALSE,"unknown","male","white hispanic",40.844910096,-73.89009752,0.09,0.694
"59","01","22","2010","16","50","bronx",48,"patrol",NA,FALSE,"18-24","male","white hispanic",40.8571208320001,-73.890513399,0.09,0.694
"60","01","22","2010","21","50","bronx",46,"patrol",NA,FALSE,"unknown","unknown","unknown",40.8494974280001,-73.909314659,0.09,0.694
"61","01","22","2010","23","30","brooklyn",75,"patrol",NA,FALSE,"unknown","unknown","unknown",40.673894379,-73.877880638,0.09,0.787
"62","01","23","2010","01","12","brooklyn",75,"patrol","pvt house",TRUE,"18-24","male","black",40.6712367310001,-73.87722085,0.09,0.787
"63","01","23","2010","01","12","brooklyn",75,"patrol","pvt house",TRUE,"25-44","male","black",40.6712367310001,-73.87722085,0.09,0.787
"64","01","23","2010","05","17","bronx",52,"patrol",NA,FALSE,"25-44","male","white hispanic",40.8620058010001,-73.9038955299999,0.09,0.694
"65","01","23","2010","06","59","manhattan",33,"patrol","restaurant/diner",FALSE,"25-44","male","black hispanic",40.840182321,-73.9366900329999,0.09,0.861
"66","01","23","2010","16","50","manhattan",28,"patrol","pvt house",FALSE,"unknown","unknown","unknown",40.7995089080001,-73.953595803,0.09,0.861
"67","01","23","2010","23","45","brooklyn",81,"patrol",NA,FALSE,"18-24","male","black",40.6813731610001,-73.92107463,0.09,0.787
"68","01","23","2010","23","59","bronx",47,"patrol",NA,FALSE,"18-24","male","unknown",40.8788598740001,-73.855720445,0.09,0.694
"69","01","24","2010","01","30","bronx",46,"patrol",NA,FALSE,"<18","male","black hispanic",40.860715688,-73.899248738,0.09,0.694
"70","01","24","2010","03","52","brooklyn",75,"patrol",NA,FALSE,"unknown","unknown","unknown",40.6655326580001,-73.894242097,0.09,0.787
"71","01","24","2010","04","02","brooklyn",83,"patrol","drug store",FALSE,"unknown","male","black",40.6902169320001,-73.9213654819999,0.09,0.787
"72","01","24","2010","14","00","manhattan",23,"patrol",NA,FALSE,"unknown","unknown","unknown",40.7915781070001,-73.944678204,0.09,0.861
"73","01","24","2010","19","16","queens",101,"patrol",NA,FALSE,"18-24","male","black",40.5985362640001,-73.748560501,0.09,0.806
"74","01","24","2010","19","16","queens",101,"patrol",NA,FALSE,"25-44","male","black",40.5985362640001,-73.748560501,0.09,0.806
"75","01","24","2010","20","20","brooklyn",75,"patrol",NA,FALSE,"18-24","male","black hispanic",40.672523535,-73.891671258,0.09,0.787
"76","01","25","2010","01","33","brooklyn",81,"patrol",NA,TRUE,NA,NA,NA,40.686505149,-73.92206937,0.09,0.787
"77","01","25","2010","19","02","brooklyn",67,"patrol",NA,TRUE,NA,NA,NA,40.6450197880001,-73.9441256379999,0.09,0.787
"78","01","25","2010","21","45","bronx",40,"patrol",NA,FALSE,"18-24","male","black",40.806578411,-73.9199486109999,0.09,0.694
"79","01","27","2010","12","25","manhattan",19,"patrol","jewelry store",TRUE,"45-64","male","black hispanic",40.774059273,-73.9637824069999,0.09,0.861
"80","01","28","2010","19","23","brooklyn",70,"patrol",NA,FALSE,"18-24","male","black hispanic",40.6478209100001,-73.961804967,0.09,0.787
"81","01","29","2010","00","17","bronx",40,"housing","multi dwell - public hous",FALSE,"unknown","unknown","unknown",40.8039848920001,-73.91566531,0.09,0.694
"82","01","29","2010","01","51","queens",106,"patrol","bar/night club",FALSE,"18-24","male","white hispanic",40.6810063290001,-73.840903617,0.09,0.806
"83","01","29","2010","20","20","manhattan",28,"patrol",NA,FALSE,"unknown","unknown","unknown",40.805187318,-73.949219334,0.09,0.861
"84","01","30","2010","00","07","queens",100,"patrol","multi dwell - apt build",FALSE,"unknown","male","black",40.5959789720001,-73.796420656,0.09,0.806
"85","01","30","2010","00","55","bronx",52,"patrol",NA,TRUE,NA,NA,NA,40.883126528,-73.879774648,0.09,0.694
"86","01","30","2010","13","29","manhattan",34,"patrol",NA,FALSE,"18-24","male","black",40.865456775,-73.920940899,0.09,0.861
"87","01","30","2010","20","10","brooklyn",81,"housing","multi dwell - public hous",FALSE,"unknown","unknown","unknown",40.6943285080001,-73.935114929,0.09,0.787
"88","01","30","2010","23","50","bronx",44,"patrol","multi dwell - apt build",TRUE,"25-44","male","white hispanic",40.834492584,-73.926573576,0.09,0.694
"89","01","30","2010","23","50","bronx",44,"patrol","multi dwell - apt build",FALSE,"25-44","male","white hispanic",40.834492584,-73.926573576,0.09,0.694
"90","01","30","2010","23","50","bronx",44,"patrol","multi dwell - apt build",TRUE,"25-44","male","white hispanic",40.834492584,-73.926573576,0.09,0.694
"91","01","30","2010","23","50","bronx",44,"patrol","multi dwell - apt build",FALSE,"25-44","male","white hispanic",40.834492584,-73.926573576,0.09,0.694
"92","01","31","2010","03","10","bronx",44,"patrol",NA,FALSE,"unknown","unknown","unknown",40.83442533,-73.92853975,0.09,0.694
"93","01","31","2010","03","50","queens",100,"housing","multi dwell - public hous",FALSE,"18-24","male","black",40.5925199970001,-73.7995901039999,0.09,0.806
"94","01","31","2010","04","50","brooklyn",81,"patrol","commercial bldg",FALSE,"unknown","unknown","unknown",40.686718467,-73.9234706249999,0.09,0.787
"95","01","31","2010","20","50","bronx",40,"housing","multi dwell - public hous",FALSE,"18-24","male","black",40.8065385740001,-73.9189114979999,0.09,0.694
"96","01","31","2010","20","50","bronx",40,"housing","multi dwell - public hous",FALSE,"18-24","male","black",40.8065385740001,-73.9189114979999,0.09,0.694
"97","01","31","2010","20","50","bronx",40,"housing","multi dwell - public hous",FALSE,"18-24","male","black",40.8065385740001,-73.9189114979999,0.09,0.694
"98","02","01","2010","02","27","brooklyn",79,"patrol",NA,FALSE,"unknown","male","black",40.6896004070001,-73.940806921,0.09,0.787
"99","02","01","2010","08","15","bronx",40,"patrol","commercial bldg",FALSE,"45-64","male","black hispanic",40.8013873310001,-73.912586932,0.09,0.694
"100","02","01","2010","13","18","brooklyn",81,"patrol",NA,FALSE,"unknown","male","black",40.687000391,-73.937343653,0.09,0.787
"101","02","01","2010","15","30","queens",101,"housing","multi dwell - public hous",FALSE,"18-24","male","black",40.596430576,-73.7846775199999,0.09,0.806
"102","02","01","2010","16","18","brooklyn",76,"patrol","multi dwell - public hous",TRUE,"18-24","male","black",40.6748815330001,-74.0086626839999,0.09,0.787
"103","02","01","2010","21","35","brooklyn",63,"patrol",NA,FALSE,"unknown","unknown","unknown",40.6316317050001,-73.9309489469999,0.09,0.787
"104","02","02","2010","14","36","bronx",40,"patrol",NA,FALSE,"18-24","male","black hispanic",40.808777214,-73.923131381,0.09,0.694
"105","02","02","2010","14","36","bronx",40,"patrol",NA,FALSE,"18-24","male","white hispanic",40.808777214,-73.923131381,0.09,0.694
"106","02","04","2010","02","00","bronx",41,"patrol",NA,FALSE,"unknown","unknown","unknown",40.8253161230001,-73.8906646419999,0.09,0.694
"107","02","04","2010","08","00","brooklyn",63,"patrol","multi dwell - apt build",FALSE,"unknown","unknown","unknown",40.617209335,-73.9328472509999,0.09,0.787
"108","02","04","2010","12","27","manhattan",32,"patrol",NA,FALSE,"unknown","unknown","unknown",40.8278847880001,-73.938237874,0.09,0.861
"109","02","05","2010","14","59","brooklyn",81,"patrol",NA,FALSE,NA,NA,NA,40.6922964450001,-73.936906627,0.09,0.787
"110","02","05","2010","23","21","manhattan",30,"patrol","multi dwell - apt build",TRUE,"18-24","male","white hispanic",40.82835177,-73.9404280699999,0.09,0.861
"111","02","05","2010","23","21","manhattan",30,"patrol","multi dwell - apt build",TRUE,"18-24","male","black hispanic",40.82835177,-73.9404280699999,0.09,0.861
"112","02","06","2010","01","46","queens",115,"patrol","commercial bldg",FALSE,"45-64","male","white",40.7524789120001,-73.8966747859999,0.09,0.806
"113","02","06","2010","01","46","queens",115,"patrol","commercial bldg",FALSE,"45-64","male","white",40.7524789120001,-73.8966747859999,0.09,0.806
"114","02","06","2010","04","13","brooklyn",81,"patrol","social club/policy locati",FALSE,NA,NA,NA,40.692483291,-73.9272902499999,0.09,0.787
"115","02","06","2010","04","27","bronx",42,"patrol","multi dwell - apt build",TRUE,"25-44","male","black",40.829486869,-73.8990588889999,0.09,0.694
"116","02","06","2010","22","50","queens",113,"patrol",NA,FALSE,"unknown","male","black",40.6714509940001,-73.7753612929999,0.09,0.806
"117","02","07","2010","01","10","manhattan",25,"patrol",NA,FALSE,"25-44","male","black",40.806084508,-73.9414558029999,0.09,0.861
"118","02","07","2010","05","09","queens",113,"patrol","pvt house",FALSE,"unknown","male","black",40.680191802,-73.763254231,0.09,0.806
"119","02","07","2010","17","17","brooklyn",81,"housing","multi dwell - public hous",FALSE,"<18","male","black",40.6891374250001,-73.931788159,0.09,0.787
"120","02","08","2010","00","37","brooklyn",67,"patrol","grocery/bodega",FALSE,"unknown","male","unknown",40.6511159940001,-73.952517187,0.09,0.787
"121","02","08","2010","13","36","bronx",49,"patrol",NA,FALSE,"unknown","unknown","unknown",40.863097619,-73.860631683,0.09,0.694
"122","02","08","2010","15","30","bronx",46,"patrol",NA,FALSE,"18-24","male","black",40.8473189500001,-73.9148922269999,0.09,0.694
"123","02","08","2010","20","45","bronx",46,"patrol",NA,FALSE,"unknown","male","black",40.8494974280001,-73.909314659,0.09,0.694
"124","02","08","2010","21","22","bronx",46,"patrol",NA,FALSE,"unknown","male","black",40.8485289550001,-73.913474244,0.09,0.694
"125","02","08","2010","21","48","queens",103,"patrol","grocery/bodega",FALSE,"unknown","male","unknown",40.6967978530001,-73.783897181,0.09,0.806
"126","02","09","2010","20","24","manhattan",28,"housing","multi dwell - public hous",FALSE,NA,NA,NA,40.799664277,-73.9471981999999,0.09,0.861
"127","02","09","2010","23","50","brooklyn",67,"patrol","multi dwell - apt build",TRUE,NA,NA,NA,40.664192762,-73.9264098199999,0.09,0.787
"128","02","11","2010","20","46","queens",105,"patrol",NA,FALSE,"unknown","male","black",40.7031850330001,-73.7482947399999,0.09,0.806
"129","02","11","2010","21","50","bronx",49,"patrol","multi dwell - apt build",FALSE,"unknown","male","black",40.867050051,-73.868316767,0.09,0.694
"130","02","11","2010","23","30","staten island",120,"patrol",NA,FALSE,NA,NA,NA,40.617558004,-74.0814230519999,0.09,0.882
"131","02","12","2010","10","28","bronx",42,"patrol",NA,FALSE,NA,NA,NA,40.8222710410001,-73.9116977799999,0.09,0.694
"132","02","12","2010","18","08","queens",114,"patrol",NA,FALSE,"unknown","male","black hispanic",40.7686842210001,-73.9302276459999,0.09,0.806
"133","02","12","2010","18","08","queens",114,"patrol",NA,FALSE,"unknown","male","white hispanic",40.7686842210001,-73.9302276459999,0.09,0.806
"134","02","12","2010","18","12","bronx",43,"housing","multi dwell - public hous",FALSE,"<18","male","black",40.816985947,-73.847012489,0.09,0.694
"135","02","12","2010","18","12","bronx",43,"housing","multi dwell - public hous",FALSE,"18-24","male","white hispanic",40.816985947,-73.847012489,0.09,0.694
"136","02","12","2010","18","12","bronx",43,"housing","multi dwell - public hous",FALSE,"25-44","male","black",40.816985947,-73.847012489,0.09,0.694
"137","02","12","2010","20","00","bronx",40,"patrol",NA,FALSE,"18-24","male","black",40.8151660030001,-73.912447809,0.09,0.694
"138","02","12","2010","20","00","bronx",48,"patrol",NA,FALSE,"unknown","unknown","unknown",40.8482044140001,-73.892812885,0.09,0.694
"139","02","12","2010","23","30","bronx",47,"patrol","commercial bldg",FALSE,NA,NA,NA,40.8728531360001,-73.852185216,0.09,0.694
"140","02","12","2010","23","30","bronx",47,"patrol","commercial bldg",FALSE,NA,NA,NA,40.8728531360001,-73.852185216,0.09,0.694
"141","02","12","2010","23","30","bronx",52,"patrol",NA,FALSE,"<18","male","white hispanic",40.873463712,-73.887257071,0.09,0.694
"142","02","13","2010","00","01","brooklyn",70,"patrol",NA,FALSE,"18-24","male","black",40.6364967260001,-73.951531353,0.09,0.787
"143","02","14","2010","01","19","queens",103,"patrol","multi dwell - apt build",FALSE,"18-24","male","black",40.7154011330001,-73.7707173489999,0.09,0.806
"144","02","14","2010","01","19","queens",103,"patrol","multi dwell - apt build",FALSE,"18-24","male","black",40.7154011330001,-73.7707173489999,0.09,0.806
"145","02","14","2010","01","19","queens",103,"patrol","multi dwell - apt build",FALSE,"<18","female","black",40.7154011330001,-73.7707173489999,0.09,0.806
"146","02","14","2010","01","19","queens",103,"patrol","multi dwell - apt build",FALSE,"<18","female","black",40.7154011330001,-73.7707173489999,0.09,0.806
"147","02","14","2010","01","19","queens",103,"patrol","multi dwell - apt build",FALSE,"25-44","male","black",40.7154011330001,-73.7707173489999,0.09,0.806
"148","02","14","2010","01","19","queens",103,"patrol","multi dwell - apt build",FALSE,"25-44","male","black",40.7154011330001,-73.7707173489999,0.09,0.806
"149","02","14","2010","03","00","bronx",44,"patrol","multi dwell - apt build",FALSE,"unknown","unknown","unknown",40.8312703760001,-73.914267507,0.09,0.694
"150","02","14","2010","03","13","brooklyn",73,"patrol","multi dwell - apt build",FALSE,NA,NA,NA,40.682729625,-73.915794768,0.09,0.787
"151","02","14","2010","04","05","brooklyn",70,"patrol","restaurant/diner",FALSE,"unknown","male","black hispanic",40.6448313710001,-73.958001187,0.09,0.787
"152","02","14","2010","23","51","brooklyn",60,"patrol",NA,TRUE,NA,NA,NA,40.5751085410001,-73.998557955,0.09,0.787
"153","02","15","2010","02","02","manhattan",14,"patrol",NA,FALSE,"unknown","unknown","unknown",40.754849215,-73.9841199909999,0.09,0.861
"154","02","16","2010","01","34","queens",113,"patrol",NA,FALSE,"18-24","male","black",40.702177143,-73.765936545,0.09,0.806
"155","02","16","2010","05","05","bronx",40,"housing","multi dwell - public hous",FALSE,"unknown","male","black",40.812699437,-73.92161996,0.09,0.694
"156","02","16","2010","11","41","queens",105,"patrol","pvt house",TRUE,NA,NA,NA,40.706837729,-73.7509360299999,0.09,0.806
"157","02","16","2010","15","00","queens",113,"patrol",NA,FALSE,"18-24","male","black",40.6794982340001,-73.770194526,0.09,0.806
"158","02","16","2010","16","54","brooklyn",73,"patrol",NA,FALSE,"18-24","male","black",40.6685780950001,-73.9182636419999,0.09,0.787
"159","02","16","2010","16","54","brooklyn",73,"patrol",NA,FALSE,"<18","male","black",40.6685780950001,-73.9182636419999,0.09,0.787
"160","02","17","2010","02","40","manhattan",33,"patrol",NA,FALSE,"18-24","male","black",40.8451915100001,-73.934934803,0.09,0.861
"161","02","19","2010","05","18","queens",108,"patrol","bar/night club",FALSE,"25-44","male","white hispanic",40.7423568900001,-73.91838695,0.09,0.806
"162","02","19","2010","20","08","brooklyn",77,"patrol","multi dwell - apt build",FALSE,"25-44","male","black",40.6775846960001,-73.948386114,0.09,0.787
"163","02","19","2010","22","30","brooklyn",77,"patrol","bar/night club",TRUE,"18-24","male","black",40.6704715110001,-73.936530738,0.09,0.787
"164","02","20","2010","01","30","queens",114,"housing","multi dwell - public hous",TRUE,"18-24","male","black",40.774860941,-73.9338325849999,0.09,0.806
"165","02","20","2010","03","15","brooklyn",67,"patrol",NA,FALSE,NA,NA,NA,40.651698035,-73.931391498,0.09,0.787
"166","02","20","2010","03","33","bronx",47,"patrol","bar/night club",TRUE,NA,NA,NA,40.902771622,-73.8509463949999,0.09,0.694
"167","02","20","2010","14","49","brooklyn",79,"patrol",NA,FALSE,"18-24","male","black",40.6900081700001,-73.9437854939999,0.09,0.787
"168","02","21","2010","01","09","bronx",40,"patrol","multi dwell - apt build",FALSE,NA,NA,NA,40.818428639,-73.9222904009999,0.09,0.694
"169","02","21","2010","01","09","bronx",40,"patrol","multi dwell - apt build",FALSE,NA,NA,NA,40.818428639,-73.9222904009999,0.09,0.694
"170","02","21","2010","04","37","brooklyn",75,"patrol","multi dwell - apt build",FALSE,"unknown","male","black",40.670006234,-73.895383819,0.09,0.787
"171","02","21","2010","04","38","bronx",40,"patrol","multi dwell - apt build",TRUE,"25-44","male","white hispanic",40.811589445,-73.9189412439999,0.09,0.694
"172","02","21","2010","04","38","bronx",40,"patrol","multi dwell - apt build",FALSE,"25-44","male","white hispanic",40.811589445,-73.9189412439999,0.09,0.694
"173","02","21","2010","04","38","bronx",40,"patrol","multi dwell - apt build",TRUE,"25-44","male","white hispanic",40.811589445,-73.9189412439999,0.09,0.694
"174","02","21","2010","04","38","bronx",40,"patrol","multi dwell - apt build",FALSE,"25-44","male","white hispanic",40.811589445,-73.9189412439999,0.09,0.694
"175","02","21","2010","04","38","bronx",40,"patrol","multi dwell - apt build",FALSE,"25-44","male","white hispanic",40.811589445,-73.9189412439999,0.09,0.694
"176","02","21","2010","04","38","bronx",40,"patrol","multi dwell - apt build",FALSE,"25-44","male","white hispanic",40.811589445,-73.9189412439999,0.09,0.694
"177","02","21","2010","04","38","bronx",40,"patrol","multi dwell - apt build",TRUE,"25-44","male","white hispanic",40.811589445,-73.9189412439999,0.09,0.694
"178","02","21","2010","04","38","bronx",40,"patrol","multi dwell - apt build",TRUE,"25-44","male","white hispanic",40.811589445,-73.9189412439999,0.09,0.694
"179","02","21","2010","04","53","manhattan",7,"housing","multi dwell - public hous",FALSE,"18-24","male","white hispanic",40.7119528650001,-73.989854225,0.09,0.861
"180","02","21","2010","04","53","manhattan",7,"housing","multi dwell - public hous",TRUE,"18-24","male","white hispanic",40.7119528650001,-73.989854225,0.09,0.861
"181","02","21","2010","04","53","manhattan",7,"housing","multi dwell - public hous",FALSE,"18-24","male","white hispanic",40.7119528650001,-73.989854225,0.09,0.861
"182","02","21","2010","04","53","manhattan",7,"housing","multi dwell - public hous",TRUE,"18-24","male","white hispanic",40.7119528650001,-73.989854225,0.09,0.861
"183","02","21","2010","13","48","queens",113,"patrol","beauty/nail salon",FALSE,"18-24","male","black",40.682041924,-73.77161917,0.09,0.806
"184","02","22","2010","06","58","queens",105,"patrol","pvt house",TRUE,"25-44","male","black",40.6602363760001,-73.74947997,0.09,0.806
"185","02","22","2010","06","58","queens",105,"patrol","pvt house",TRUE,"25-44","male","black",40.6602363760001,-73.74947997,0.09,0.806
"186","02","22","2010","06","58","queens",105,"patrol","pvt house",TRUE,"25-44","male","black",40.6602363760001,-73.74947997,0.09,0.806
"187","02","22","2010","14","58","queens",103,"patrol","pvt house",FALSE,NA,NA,NA,40.694537892,-73.788688764,0.09,0.806
"188","02","22","2010","14","58","queens",103,"patrol","pvt house",TRUE,NA,NA,NA,40.694537892,-73.788688764,0.09,0.806
"189","02","22","2010","14","58","queens",103,"patrol","pvt house",FALSE,NA,NA,NA,40.694537892,-73.788688764,0.09,0.806
"190","02","22","2010","14","58","queens",103,"patrol","pvt house",TRUE,NA,NA,NA,40.694537892,-73.788688764,0.09,0.806
"191","02","22","2010","18","49","brooklyn",77,"patrol",NA,FALSE,NA,NA,NA,40.6704374390001,-73.928181926,0.09,0.787
"192","02","22","2010","18","49","brooklyn",77,"patrol",NA,TRUE,NA,NA,NA,40.6704374390001,-73.928181926,0.09,0.787
"193","02","22","2010","18","49","brooklyn",77,"patrol",NA,FALSE,NA,NA,NA,40.6704374390001,-73.928181926,0.09,0.787
"194","02","22","2010","18","49","brooklyn",77,"patrol",NA,TRUE,NA,NA,NA,40.6704374390001,-73.928181926,0.09,0.787
"195","02","22","2010","19","39","brooklyn",79,"housing","multi dwell - public hous",FALSE,"unknown","unknown","unknown",40.689622026,-73.960149357,0.09,0.787
"196","02","22","2010","19","39","brooklyn",79,"housing","multi dwell - public hous",FALSE,"unknown","unknown","unknown",40.689622026,-73.960149357,0.09,0.787
"197","02","22","2010","21","30","manhattan",23,"housing","multi dwell - public hous",FALSE,"unknown","male","black",40.7880760410001,-73.94723312,0.09,0.861
"198","02","22","2010","22","46","queens",103,"patrol",NA,FALSE,NA,NA,NA,40.7065556520001,-73.754726951,0.09,0.806
"199","02","22","2010","22","46","queens",103,"patrol",NA,TRUE,NA,NA,NA,40.7065556520001,-73.754726951,0.09,0.806
