"","month","day","year","total_case","boro","boro_case"
"1","02","29","2020",1,"bronx",0
"2","02","29","2020",1,"brooklyn",0
"3","02","29","2020",1,"manhattan",1
"4","02","29","2020",1,"queens",0
"5","02","29","2020",1,"staten island",0
"6","03","01","2020",0,"bronx",0
"7","03","01","2020",0,"brooklyn",0
"8","03","01","2020",0,"manhattan",0
"9","03","01","2020",0,"queens",0
"10","03","01","2020",0,"staten island",0
"11","03","02","2020",0,"bronx",0
"12","03","02","2020",0,"brooklyn",0
"13","03","02","2020",0,"manhattan",0
"14","03","02","2020",0,"queens",0
"15","03","02","2020",0,"staten island",0
"16","03","03","2020",1,"bronx",0
"17","03","03","2020",1,"brooklyn",0
"18","03","03","2020",1,"manhattan",0
"19","03","03","2020",1,"queens",1
"20","03","03","2020",1,"staten island",0
"21","03","04","2020",5,"bronx",0
"22","03","04","2020",5,"brooklyn",1
"23","03","04","2020",5,"manhattan",2
"24","03","04","2020",5,"queens",2
"25","03","04","2020",5,"staten island",0
"26","03","05","2020",3,"bronx",0
"27","03","05","2020",3,"brooklyn",3
"28","03","05","2020",3,"manhattan",0
"29","03","05","2020",3,"queens",0
"30","03","05","2020",3,"staten island",0
"31","03","06","2020",8,"bronx",2
"32","03","06","2020",8,"brooklyn",1
"33","03","06","2020",8,"manhattan",3
"34","03","06","2020",8,"queens",1
"35","03","06","2020",8,"staten island",1
"36","03","07","2020",7,"bronx",0
"37","03","07","2020",7,"brooklyn",2
"38","03","07","2020",7,"manhattan",1
"39","03","07","2020",7,"queens",3
"40","03","07","2020",7,"staten island",1
"41","03","08","2020",21,"bronx",3
"42","03","08","2020",21,"brooklyn",5
"43","03","08","2020",21,"manhattan",6
"44","03","08","2020",21,"queens",6
"45","03","08","2020",21,"staten island",1
"46","03","09","2020",57,"bronx",4
"47","03","09","2020",57,"brooklyn",16
"48","03","09","2020",57,"manhattan",24
"49","03","09","2020",57,"queens",10
"50","03","09","2020",57,"staten island",3
"51","03","10","2020",69,"bronx",8
"52","03","10","2020",69,"brooklyn",11
"53","03","10","2020",69,"manhattan",24
"54","03","10","2020",69,"queens",24
"55","03","10","2020",69,"staten island",2
"56","03","11","2020",155,"bronx",19
"57","03","11","2020",155,"brooklyn",31
"58","03","11","2020",155,"manhattan",62
"59","03","11","2020",155,"queens",40
"60","03","11","2020",155,"staten island",3
"61","03","12","2020",355,"bronx",29
"62","03","12","2020",355,"brooklyn",96
"63","03","12","2020",355,"manhattan",137
"64","03","12","2020",355,"queens",80
"65","03","12","2020",355,"staten island",13
"66","03","13","2020",619,"bronx",79
"67","03","13","2020",619,"brooklyn",166
"68","03","13","2020",619,"manhattan",182
"69","03","13","2020",619,"queens",166
"70","03","13","2020",619,"staten island",26
"71","03","14","2020",642,"bronx",86
"72","03","14","2020",642,"brooklyn",163
"73","03","14","2020",642,"manhattan",176
"74","03","14","2020",642,"queens",194
"75","03","14","2020",642,"staten island",23
"76","03","15","2020",1035,"bronx",119
"77","03","15","2020",1035,"brooklyn",432
"78","03","15","2020",1035,"manhattan",206
"79","03","15","2020",1035,"queens",231
"80","03","15","2020",1035,"staten island",47
"81","03","16","2020",2121,"bronx",305
"82","03","16","2020",2121,"brooklyn",740
"83","03","16","2020",2121,"manhattan",457
"84","03","16","2020",2121,"queens",528
"85","03","16","2020",2121,"staten island",91
"86","03","17","2020",2452,"bronx",343
"87","03","17","2020",2452,"brooklyn",783
"88","03","17","2020",2452,"manhattan",567
"89","03","17","2020",2452,"queens",651
"90","03","17","2020",2452,"staten island",108
"91","03","18","2020",2971,"bronx",482
"92","03","18","2020",2971,"brooklyn",965
"93","03","18","2020",2971,"manhattan",538
"94","03","18","2020",2971,"queens",835
"95","03","18","2020",2971,"staten island",150
"96","03","19","2020",3706,"bronx",623
"97","03","19","2020",3706,"brooklyn",1204
"98","03","19","2020",3706,"manhattan",555
"99","03","19","2020",3706,"queens",1065
"100","03","19","2020",3706,"staten island",258
"101","03","20","2020",4006,"bronx",723
"102","03","20","2020",4006,"brooklyn",1136
"103","03","20","2020",4006,"manhattan",653
"104","03","20","2020",4006,"queens",1184
"105","03","20","2020",4006,"staten island",310
"106","03","21","2020",2639,"bronx",491
"107","03","21","2020",2639,"brooklyn",554
"108","03","21","2020",2639,"manhattan",399
"109","03","21","2020",2639,"queens",947
"110","03","21","2020",2639,"staten island",248
"111","03","22","2020",2580,"bronx",494
"112","03","22","2020",2580,"brooklyn",756
"113","03","22","2020",2580,"manhattan",317
"114","03","22","2020",2580,"queens",696
"115","03","22","2020",2580,"staten island",317
"116","03","23","2020",3570,"bronx",729
"117","03","23","2020",3570,"brooklyn",910
"118","03","23","2020",3570,"manhattan",530
"119","03","23","2020",3570,"queens",1192
"120","03","23","2020",3570,"staten island",209
"121","03","24","2020",4498,"bronx",927
"122","03","24","2020",4498,"brooklyn",1212
"123","03","24","2020",4498,"manhattan",619
"124","03","24","2020",4498,"queens",1390
"125","03","24","2020",4498,"staten island",350
"126","03","25","2020",4875,"bronx",1068
"127","03","25","2020",4875,"brooklyn",1255
"128","03","25","2020",4875,"manhattan",586
"129","03","25","2020",4875,"queens",1572
"130","03","25","2020",4875,"staten island",394
"131","03","26","2020",5044,"bronx",998
"132","03","26","2020",5044,"brooklyn",1372
"133","03","26","2020",5044,"manhattan",626
"134","03","26","2020",5044,"queens",1644
"135","03","26","2020",5044,"staten island",404
"136","03","27","2020",5119,"bronx",1090
"137","03","27","2020",5119,"brooklyn",1426
"138","03","27","2020",5119,"manhattan",656
"139","03","27","2020",5119,"queens",1576
"140","03","27","2020",5119,"staten island",371
"141","03","28","2020",3479,"bronx",761
"142","03","28","2020",3479,"brooklyn",863
"143","03","28","2020",3479,"manhattan",388
"144","03","28","2020",3479,"queens",1201
"145","03","28","2020",3479,"staten island",266
"146","03","29","2020",3560,"bronx",699
"147","03","29","2020",3560,"brooklyn",1149
"148","03","29","2020",3560,"manhattan",407
"149","03","29","2020",3560,"queens",1075
"150","03","29","2020",3560,"staten island",230
"151","03","30","2020",6129,"bronx",1314
"152","03","30","2020",6129,"brooklyn",1754
"153","03","30","2020",6129,"manhattan",804
"154","03","30","2020",6129,"queens",1858
"155","03","30","2020",6129,"staten island",398
"156","03","31","2020",5458,"bronx",1282
"157","03","31","2020",5458,"brooklyn",1513
"158","03","31","2020",5458,"manhattan",616
"159","03","31","2020",5458,"queens",1810
"160","03","31","2020",5458,"staten island",237
"161","04","01","2020",5449,"bronx",1240
"162","04","01","2020",5449,"brooklyn",1590
"163","04","01","2020",5449,"manhattan",573
"164","04","01","2020",5449,"queens",1782
"165","04","01","2020",5449,"staten island",264
"166","04","02","2020",5746,"bronx",1290
"167","04","02","2020",5746,"brooklyn",1609
"168","04","02","2020",5746,"manhattan",652
"169","04","02","2020",5746,"queens",1826
"170","04","02","2020",5746,"staten island",369
"171","04","03","2020",5669,"bronx",1450
"172","04","03","2020",5669,"brooklyn",1440
"173","04","03","2020",5669,"manhattan",672
"174","04","03","2020",5669,"queens",1762
"175","04","03","2020",5669,"staten island",345
"176","04","04","2020",3864,"bronx",1011
"177","04","04","2020",3864,"brooklyn",920
"178","04","04","2020",3864,"manhattan",385
"179","04","04","2020",3864,"queens",1202
"180","04","04","2020",3864,"staten island",345
"181","04","05","2020",3780,"bronx",822
"182","04","05","2020",3780,"brooklyn",1142
"183","04","05","2020",3780,"manhattan",356
"184","04","05","2020",3780,"queens",1136
"185","04","05","2020",3780,"staten island",323
"186","04","06","2020",6353,"bronx",1514
"187","04","06","2020",6353,"brooklyn",1461
"188","04","06","2020",6353,"manhattan",721
"189","04","06","2020",6353,"queens",1927
"190","04","06","2020",6353,"staten island",730
"191","04","07","2020",6044,"bronx",1463
"192","04","07","2020",6044,"brooklyn",1397
"193","04","07","2020",6044,"manhattan",606
"194","04","07","2020",6044,"queens",1948
"195","04","07","2020",6044,"staten island",630
"196","04","08","2020",5576,"bronx",1305
"197","04","08","2020",5576,"brooklyn",1306
"198","04","08","2020",5576,"manhattan",546
"199","04","08","2020",5576,"queens",1857
"200","04","08","2020",5576,"staten island",562
"201","04","09","2020",5070,"bronx",1285
"202","04","09","2020",5070,"brooklyn",1370
"203","04","09","2020",5070,"manhattan",558
"204","04","09","2020",5070,"queens",1559
"205","04","09","2020",5070,"staten island",298
"206","04","10","2020",4510,"bronx",1226
"207","04","10","2020",4510,"brooklyn",1145
"208","04","10","2020",4510,"manhattan",496
"209","04","10","2020",4510,"queens",1342
"210","04","10","2020",4510,"staten island",301
"211","04","11","2020",3733,"bronx",999
"212","04","11","2020",3733,"brooklyn",1130
"213","04","11","2020",3733,"manhattan",304
"214","04","11","2020",3733,"queens",988
"215","04","11","2020",3733,"staten island",311
"216","04","12","2020",2888,"bronx",764
"217","04","12","2020",2888,"brooklyn",703
"218","04","12","2020",2888,"manhattan",252
"219","04","12","2020",2888,"queens",916
"220","04","12","2020",2888,"staten island",253
"221","04","13","2020",3311,"bronx",692
"222","04","13","2020",3311,"brooklyn",1066
"223","04","13","2020",3311,"manhattan",394
"224","04","13","2020",3311,"queens",974
"225","04","13","2020",3311,"staten island",185
"226","04","14","2020",4144,"bronx",1076
"227","04","14","2020",4144,"brooklyn",1037
"228","04","14","2020",4144,"manhattan",441
"229","04","14","2020",4144,"queens",1300
"230","04","14","2020",4144,"staten island",290
"231","04","15","2020",3876,"bronx",1068
"232","04","15","2020",3876,"brooklyn",882
"233","04","15","2020",3876,"manhattan",429
"234","04","15","2020",3876,"queens",1180
"235","04","15","2020",3876,"staten island",317
"236","04","16","2020",3530,"bronx",940
"237","04","16","2020",3530,"brooklyn",884
"238","04","16","2020",3530,"manhattan",356
"239","04","16","2020",3530,"queens",1139
"240","04","16","2020",3530,"staten island",211
"241","04","17","2020",3586,"bronx",916
"242","04","17","2020",3586,"brooklyn",962
"243","04","17","2020",3586,"manhattan",330
"244","04","17","2020",3586,"queens",1099
"245","04","17","2020",3586,"staten island",279
"246","04","18","2020",2172,"bronx",552
"247","04","18","2020",2172,"brooklyn",575
"248","04","18","2020",2172,"manhattan",187
"249","04","18","2020",2172,"queens",705
"250","04","18","2020",2172,"staten island",153
"251","04","19","2020",2344,"bronx",532
"252","04","19","2020",2344,"brooklyn",635
"253","04","19","2020",2344,"manhattan",176
"254","04","19","2020",2344,"queens",867
"255","04","19","2020",2344,"staten island",134
"256","04","20","2020",3792,"bronx",981
"257","04","20","2020",3792,"brooklyn",983
"258","04","20","2020",3792,"manhattan",381
"259","04","20","2020",3792,"queens",1223
"260","04","20","2020",3792,"staten island",224
"261","04","21","2020",3063,"bronx",641
"262","04","21","2020",3063,"brooklyn",896
"263","04","21","2020",3063,"manhattan",372
"264","04","21","2020",3063,"queens",938
"265","04","21","2020",3063,"staten island",216
"266","04","22","2020",3447,"bronx",927
"267","04","22","2020",3447,"brooklyn",854
"268","04","22","2020",3447,"manhattan",383
"269","04","22","2020",3447,"queens",1109
"270","04","22","2020",3447,"staten island",173
"271","04","23","2020",2841,"bronx",735
"272","04","23","2020",2841,"brooklyn",786
"273","04","23","2020",2841,"manhattan",400
"274","04","23","2020",2841,"queens",793
"275","04","23","2020",2841,"staten island",127
"276","04","24","2020",2535,"bronx",579
"277","04","24","2020",2535,"brooklyn",630
"278","04","24","2020",2535,"manhattan",409
"279","04","24","2020",2535,"queens",774
"280","04","24","2020",2535,"staten island",143
"281","04","25","2020",1595,"bronx",418
"282","04","25","2020",1595,"brooklyn",404
"283","04","25","2020",1595,"manhattan",145
"284","04","25","2020",1595,"queens",540
"285","04","25","2020",1595,"staten island",88
"286","04","26","2020",1003,"bronx",196
"287","04","26","2020",1003,"brooklyn",332
"288","04","26","2020",1003,"manhattan",98
"289","04","26","2020",1003,"queens",331
"290","04","26","2020",1003,"staten island",46
"291","04","27","2020",2290,"bronx",551
"292","04","27","2020",2290,"brooklyn",607
"293","04","27","2020",2290,"manhattan",302
"294","04","27","2020",2290,"queens",723
"295","04","27","2020",2290,"staten island",107
"296","04","28","2020",2726,"bronx",668
"297","04","28","2020",2726,"brooklyn",709
"298","04","28","2020",2726,"manhattan",323
"299","04","28","2020",2726,"queens",896
"300","04","28","2020",2726,"staten island",130
"301","04","29","2020",2340,"bronx",557
"302","04","29","2020",2340,"brooklyn",682
"303","04","29","2020",2340,"manhattan",285
"304","04","29","2020",2340,"queens",692
"305","04","29","2020",2340,"staten island",124
"306","04","30","2020",2022,"bronx",482
"307","04","30","2020",2022,"brooklyn",600
"308","04","30","2020",2022,"manhattan",217
"309","04","30","2020",2022,"queens",593
"310","04","30","2020",2022,"staten island",130
"311","05","01","2020",1887,"bronx",450
"312","05","01","2020",1887,"brooklyn",497
"313","05","01","2020",1887,"manhattan",240
"314","05","01","2020",1887,"queens",622
"315","05","01","2020",1887,"staten island",78
"316","05","02","2020",1058,"bronx",263
"317","05","02","2020",1058,"brooklyn",263
"318","05","02","2020",1058,"manhattan",138
"319","05","02","2020",1058,"queens",333
"320","05","02","2020",1058,"staten island",61
"321","05","03","2020",787,"bronx",153
"322","05","03","2020",787,"brooklyn",245
"323","05","03","2020",787,"manhattan",103
"324","05","03","2020",787,"queens",251
"325","05","03","2020",787,"staten island",35
"326","05","04","2020",1550,"bronx",349
"327","05","04","2020",1550,"brooklyn",461
"328","05","04","2020",1550,"manhattan",214
"329","05","04","2020",1550,"queens",437
"330","05","04","2020",1550,"staten island",89
"331","05","05","2020",1512,"bronx",294
"332","05","05","2020",1512,"brooklyn",433
"333","05","05","2020",1512,"manhattan",242
"334","05","05","2020",1512,"queens",462
"335","05","05","2020",1512,"staten island",81
"336","05","06","2020",1398,"bronx",279
"337","05","06","2020",1398,"brooklyn",450
"338","05","06","2020",1398,"manhattan",165
"339","05","06","2020",1398,"queens",444
"340","05","06","2020",1398,"staten island",60
"341","05","07","2020",1239,"bronx",298
"342","05","07","2020",1239,"brooklyn",403
"343","05","07","2020",1239,"manhattan",119
"344","05","07","2020",1239,"queens",359
"345","05","07","2020",1239,"staten island",60
"346","05","08","2020",1080,"bronx",250
"347","05","08","2020",1080,"brooklyn",344
"348","05","08","2020",1080,"manhattan",99
"349","05","08","2020",1080,"queens",345
"350","05","08","2020",1080,"staten island",42
"351","05","09","2020",657,"bronx",175
"352","05","09","2020",657,"brooklyn",119
"353","05","09","2020",657,"manhattan",75
"354","05","09","2020",657,"queens",256
"355","05","09","2020",657,"staten island",32
"356","05","10","2020",457,"bronx",75
"357","05","10","2020",457,"brooklyn",188
"358","05","10","2020",457,"manhattan",95
"359","05","10","2020",457,"queens",85
"360","05","10","2020",457,"staten island",14
"361","05","11","2020",1232,"bronx",227
"362","05","11","2020",1232,"brooklyn",410
"363","05","11","2020",1232,"manhattan",192
"364","05","11","2020",1232,"queens",376
"365","05","11","2020",1232,"staten island",27
"366","05","12","2020",1285,"bronx",355
"367","05","12","2020",1285,"brooklyn",400
"368","05","12","2020",1285,"manhattan",163
"369","05","12","2020",1285,"queens",314
"370","05","12","2020",1285,"staten island",53
"371","05","13","2020",1333,"bronx",461
"372","05","13","2020",1333,"brooklyn",362
"373","05","13","2020",1333,"manhattan",156
"374","05","13","2020",1333,"queens",307
"375","05","13","2020",1333,"staten island",47
"376","05","14","2020",1110,"bronx",255
"377","05","14","2020",1110,"brooklyn",333
"378","05","14","2020",1110,"manhattan",149
"379","05","14","2020",1110,"queens",331
"380","05","14","2020",1110,"staten island",42
"381","05","15","2020",873,"bronx",180
"382","05","15","2020",873,"brooklyn",260
"383","05","15","2020",873,"manhattan",135
"384","05","15","2020",873,"queens",265
"385","05","15","2020",873,"staten island",33
"386","05","16","2020",485,"bronx",108
"387","05","16","2020",485,"brooklyn",165
"388","05","16","2020",485,"manhattan",51
"389","05","16","2020",485,"queens",136
"390","05","16","2020",485,"staten island",25
"391","05","17","2020",360,"bronx",56
"392","05","17","2020",360,"brooklyn",138
"393","05","17","2020",360,"manhattan",50
"394","05","17","2020",360,"queens",106
"395","05","17","2020",360,"staten island",10
"396","05","18","2020",895,"bronx",187
"397","05","18","2020",895,"brooklyn",265
"398","05","18","2020",895,"manhattan",130
"399","05","18","2020",895,"queens",275
"400","05","18","2020",895,"staten island",38
"401","05","19","2020",1004,"bronx",182
"402","05","19","2020",1004,"brooklyn",327
"403","05","19","2020",1004,"manhattan",166
"404","05","19","2020",1004,"queens",287
"405","05","19","2020",1004,"staten island",42
"406","05","20","2020",1077,"bronx",278
"407","05","20","2020",1077,"brooklyn",323
"408","05","20","2020",1077,"manhattan",164
"409","05","20","2020",1077,"queens",256
"410","05","20","2020",1077,"staten island",56
"411","05","21","2020",1069,"bronx",199
"412","05","21","2020",1069,"brooklyn",336
"413","05","21","2020",1069,"manhattan",145
"414","05","21","2020",1069,"queens",311
"415","05","21","2020",1069,"staten island",78
"416","05","22","2020",1036,"bronx",264
"417","05","22","2020",1036,"brooklyn",350
"418","05","22","2020",1036,"manhattan",153
"419","05","22","2020",1036,"queens",237
"420","05","22","2020",1036,"staten island",32
"421","05","23","2020",455,"bronx",90
"422","05","23","2020",455,"brooklyn",142
"423","05","23","2020",455,"manhattan",48
"424","05","23","2020",455,"queens",138
"425","05","23","2020",455,"staten island",37
"426","05","24","2020",467,"bronx",101
"427","05","24","2020",467,"brooklyn",161
"428","05","24","2020",467,"manhattan",69
"429","05","24","2020",467,"queens",121
"430","05","24","2020",467,"staten island",15
"431","05","25","2020",464,"bronx",103
"432","05","25","2020",464,"brooklyn",160
"433","05","25","2020",464,"manhattan",70
"434","05","25","2020",464,"queens",115
"435","05","25","2020",464,"staten island",16
"436","05","26","2020",1050,"bronx",284
"437","05","26","2020",1050,"brooklyn",313
"438","05","26","2020",1050,"manhattan",126
"439","05","26","2020",1050,"queens",269
"440","05","26","2020",1050,"staten island",58
"441","05","27","2020",741,"bronx",184
"442","05","27","2020",741,"brooklyn",242
"443","05","27","2020",741,"manhattan",107
"444","05","27","2020",741,"queens",165
"445","05","27","2020",741,"staten island",43
"446","05","28","2020",646,"bronx",119
"447","05","28","2020",646,"brooklyn",219
"448","05","28","2020",646,"manhattan",97
"449","05","28","2020",646,"queens",181
"450","05","28","2020",646,"staten island",30
"451","05","29","2020",639,"bronx",164
"452","05","29","2020",639,"brooklyn",162
"453","05","29","2020",639,"manhattan",74
"454","05","29","2020",639,"queens",212
"455","05","29","2020",639,"staten island",27
"456","05","30","2020",346,"bronx",82
"457","05","30","2020",346,"brooklyn",101
"458","05","30","2020",346,"manhattan",38
"459","05","30","2020",346,"queens",110
"460","05","30","2020",346,"staten island",15
"461","05","31","2020",230,"bronx",30
"462","05","31","2020",230,"brooklyn",84
"463","05","31","2020",230,"manhattan",25
"464","05","31","2020",230,"queens",79
"465","05","31","2020",230,"staten island",12
"466","06","01","2020",686,"bronx",158
"467","06","01","2020",686,"brooklyn",250
"468","06","01","2020",686,"manhattan",77
"469","06","01","2020",686,"queens",158
"470","06","01","2020",686,"staten island",43
"471","06","02","2020",571,"bronx",123
"472","06","02","2020",571,"brooklyn",179
"473","06","02","2020",571,"manhattan",72
"474","06","02","2020",571,"queens",163
"475","06","02","2020",571,"staten island",34
"476","06","03","2020",515,"bronx",116
"477","06","03","2020",515,"brooklyn",131
"478","06","03","2020",515,"manhattan",75
"479","06","03","2020",515,"queens",148
"480","06","03","2020",515,"staten island",45
"481","06","04","2020",519,"bronx",128
"482","06","04","2020",519,"brooklyn",128
"483","06","04","2020",519,"manhattan",86
"484","06","04","2020",519,"queens",148
"485","06","04","2020",519,"staten island",29
"486","06","05","2020",402,"bronx",108
"487","06","05","2020",402,"brooklyn",131
"488","06","05","2020",402,"manhattan",52
"489","06","05","2020",402,"queens",103
"490","06","05","2020",402,"staten island",8
"491","06","06","2020",247,"bronx",50
"492","06","06","2020",247,"brooklyn",58
"493","06","06","2020",247,"manhattan",33
"494","06","06","2020",247,"queens",99
"495","06","06","2020",247,"staten island",7
"496","06","07","2020",197,"bronx",43
"497","06","07","2020",197,"brooklyn",52
"498","06","07","2020",197,"manhattan",24
"499","06","07","2020",197,"queens",74
"500","06","07","2020",197,"staten island",4
"501","06","08","2020",447,"bronx",96
"502","06","08","2020",447,"brooklyn",111
"503","06","08","2020",447,"manhattan",75
"504","06","08","2020",447,"queens",146
"505","06","08","2020",447,"staten island",19
"506","06","09","2020",419,"bronx",84
"507","06","09","2020",419,"brooklyn",119
"508","06","09","2020",419,"manhattan",66
"509","06","09","2020",419,"queens",131
"510","06","09","2020",419,"staten island",19
"511","06","10","2020",363,"bronx",75
"512","06","10","2020",363,"brooklyn",99
"513","06","10","2020",363,"manhattan",67
"514","06","10","2020",363,"queens",108
"515","06","10","2020",363,"staten island",14
"516","06","11","2020",363,"bronx",66
"517","06","11","2020",363,"brooklyn",113
"518","06","11","2020",363,"manhattan",54
"519","06","11","2020",363,"queens",114
"520","06","11","2020",363,"staten island",16
"521","06","12","2020",409,"bronx",80
"522","06","12","2020",409,"brooklyn",122
"523","06","12","2020",409,"manhattan",58
"524","06","12","2020",409,"queens",131
"525","06","12","2020",409,"staten island",18
"526","06","13","2020",196,"bronx",47
"527","06","13","2020",196,"brooklyn",49
"528","06","13","2020",196,"manhattan",24
"529","06","13","2020",196,"queens",74
"530","06","13","2020",196,"staten island",2
"531","06","14","2020",180,"bronx",27
"532","06","14","2020",180,"brooklyn",53
"533","06","14","2020",180,"manhattan",28
"534","06","14","2020",180,"queens",68
"535","06","14","2020",180,"staten island",4
"536","06","15","2020",380,"bronx",81
"537","06","15","2020",380,"brooklyn",103
"538","06","15","2020",380,"manhattan",55
"539","06","15","2020",380,"queens",123
"540","06","15","2020",380,"staten island",18
"541","06","16","2020",419,"bronx",80
"542","06","16","2020",419,"brooklyn",132
"543","06","16","2020",419,"manhattan",67
"544","06","16","2020",419,"queens",120
"545","06","16","2020",419,"staten island",20
"546","06","17","2020",356,"bronx",68
"547","06","17","2020",356,"brooklyn",115
"548","06","17","2020",356,"manhattan",65
"549","06","17","2020",356,"queens",92
"550","06","17","2020",356,"staten island",16
"551","06","18","2020",378,"bronx",60
"552","06","18","2020",378,"brooklyn",112
"553","06","18","2020",378,"manhattan",58
"554","06","18","2020",378,"queens",123
"555","06","18","2020",378,"staten island",25
"556","06","19","2020",361,"bronx",82
"557","06","19","2020",361,"brooklyn",91
"558","06","19","2020",361,"manhattan",56
"559","06","19","2020",361,"queens",123
"560","06","19","2020",361,"staten island",9
"561","06","20","2020",203,"bronx",53
"562","06","20","2020",203,"brooklyn",46
"563","06","20","2020",203,"manhattan",44
"564","06","20","2020",203,"queens",54
"565","06","20","2020",203,"staten island",6
"566","06","21","2020",172,"bronx",25
"567","06","21","2020",172,"brooklyn",55
"568","06","21","2020",172,"manhattan",25
"569","06","21","2020",172,"queens",58
"570","06","21","2020",172,"staten island",9
"571","06","22","2020",402,"bronx",92
"572","06","22","2020",402,"brooklyn",110
"573","06","22","2020",402,"manhattan",63
"574","06","22","2020",402,"queens",119
"575","06","22","2020",402,"staten island",18
"576","06","23","2020",381,"bronx",73
"577","06","23","2020",381,"brooklyn",95
"578","06","23","2020",381,"manhattan",76
"579","06","23","2020",381,"queens",121
"580","06","23","2020",381,"staten island",16
"581","06","24","2020",381,"bronx",90
"582","06","24","2020",381,"brooklyn",101
"583","06","24","2020",381,"manhattan",73
"584","06","24","2020",381,"queens",103
"585","06","24","2020",381,"staten island",14
"586","06","25","2020",298,"bronx",65
"587","06","25","2020",298,"brooklyn",81
"588","06","25","2020",298,"manhattan",46
"589","06","25","2020",298,"queens",78
"590","06","25","2020",298,"staten island",28
"591","06","26","2020",317,"bronx",66
"592","06","26","2020",317,"brooklyn",95
"593","06","26","2020",317,"manhattan",63
"594","06","26","2020",317,"queens",77
"595","06","26","2020",317,"staten island",16
"596","06","27","2020",206,"bronx",26
"597","06","27","2020",206,"brooklyn",70
"598","06","27","2020",206,"manhattan",37
"599","06","27","2020",206,"queens",60
"600","06","27","2020",206,"staten island",13
"601","06","28","2020",201,"bronx",35
"602","06","28","2020",201,"brooklyn",57
"603","06","28","2020",201,"manhattan",41
"604","06","28","2020",201,"queens",57
"605","06","28","2020",201,"staten island",11
"606","06","29","2020",437,"bronx",75
"607","06","29","2020",437,"brooklyn",127
"608","06","29","2020",437,"manhattan",80
"609","06","29","2020",437,"queens",132
"610","06","29","2020",437,"staten island",23
"611","06","30","2020",441,"bronx",77
"612","06","30","2020",441,"brooklyn",127
"613","06","30","2020",441,"manhattan",94
"614","06","30","2020",441,"queens",114
"615","06","30","2020",441,"staten island",29
"616","07","01","2020",395,"bronx",59
"617","07","01","2020",395,"brooklyn",121
"618","07","01","2020",395,"manhattan",83
"619","07","01","2020",395,"queens",93
"620","07","01","2020",395,"staten island",39
"621","07","02","2020",416,"bronx",75
"622","07","02","2020",416,"brooklyn",127
"623","07","02","2020",416,"manhattan",79
"624","07","02","2020",416,"queens",118
"625","07","02","2020",416,"staten island",17
"626","07","03","2020",234,"bronx",41
"627","07","03","2020",234,"brooklyn",72
"628","07","03","2020",234,"manhattan",48
"629","07","03","2020",234,"queens",65
"630","07","03","2020",234,"staten island",8
"631","07","04","2020",120,"bronx",21
"632","07","04","2020",120,"brooklyn",23
"633","07","04","2020",120,"manhattan",32
"634","07","04","2020",120,"queens",32
"635","07","04","2020",120,"staten island",12
"636","07","05","2020",155,"bronx",20
"637","07","05","2020",155,"brooklyn",53
"638","07","05","2020",155,"manhattan",32
"639","07","05","2020",155,"queens",38
"640","07","05","2020",155,"staten island",12
"641","07","06","2020",431,"bronx",68
"642","07","06","2020",431,"brooklyn",142
"643","07","06","2020",431,"manhattan",75
"644","07","06","2020",431,"queens",117
"645","07","06","2020",431,"staten island",28
"646","07","07","2020",461,"bronx",112
"647","07","07","2020",461,"brooklyn",123
"648","07","07","2020",461,"manhattan",88
"649","07","07","2020",461,"queens",106
"650","07","07","2020",461,"staten island",32
"651","07","08","2020",437,"bronx",83
"652","07","08","2020",437,"brooklyn",121
"653","07","08","2020",437,"manhattan",120
"654","07","08","2020",437,"queens",88
"655","07","08","2020",437,"staten island",25
"656","07","09","2020",391,"bronx",91
"657","07","09","2020",391,"brooklyn",104
"658","07","09","2020",391,"manhattan",84
"659","07","09","2020",391,"queens",94
"660","07","09","2020",391,"staten island",18
"661","07","10","2020",306,"bronx",65
"662","07","10","2020",306,"brooklyn",90
"663","07","10","2020",306,"manhattan",47
"664","07","10","2020",306,"queens",91
"665","07","10","2020",306,"staten island",13
"666","07","11","2020",259,"bronx",40
"667","07","11","2020",259,"brooklyn",73
"668","07","11","2020",259,"manhattan",47
"669","07","11","2020",259,"queens",86
"670","07","11","2020",259,"staten island",13
"671","07","12","2020",223,"bronx",44
"672","07","12","2020",223,"brooklyn",55
"673","07","12","2020",223,"manhattan",42
"674","07","12","2020",223,"queens",69
"675","07","12","2020",223,"staten island",13
"676","07","13","2020",483,"bronx",108
"677","07","13","2020",483,"brooklyn",123
"678","07","13","2020",483,"manhattan",79
"679","07","13","2020",483,"queens",138
"680","07","13","2020",483,"staten island",35
"681","07","14","2020",402,"bronx",70
"682","07","14","2020",402,"brooklyn",111
"683","07","14","2020",402,"manhattan",81
"684","07","14","2020",402,"queens",121
"685","07","14","2020",402,"staten island",19
"686","07","15","2020",440,"bronx",107
"687","07","15","2020",440,"brooklyn",150
"688","07","15","2020",440,"manhattan",70
"689","07","15","2020",440,"queens",91
"690","07","15","2020",440,"staten island",22
"691","07","16","2020",411,"bronx",94
"692","07","16","2020",411,"brooklyn",90
"693","07","16","2020",411,"manhattan",83
"694","07","16","2020",411,"queens",109
"695","07","16","2020",411,"staten island",35
"696","07","17","2020",413,"bronx",75
"697","07","17","2020",413,"brooklyn",105
"698","07","17","2020",413,"manhattan",104
"699","07","17","2020",413,"queens",106
"700","07","17","2020",413,"staten island",23
"701","07","18","2020",216,"bronx",54
