"","month","day","year","total_case","boro","boro_case"
"3183","11","26","2021",1153,"manhattan",192
"3184","11","26","2021",1153,"queens",342
"3185","11","26","2021",1153,"staten island",111
"3186","11","27","2021",938,"bronx",95
"3187","11","27","2021",938,"brooklyn",293
"3188","11","27","2021",938,"manhattan",151
"3189","11","27","2021",938,"queens",293
"3190","11","27","2021",938,"staten island",105
"3191","11","28","2021",1049,"bronx",85
"3192","11","28","2021",1049,"brooklyn",319
"3193","11","28","2021",1049,"manhattan",186
"3194","11","28","2021",1049,"queens",333
"3195","11","28","2021",1049,"staten island",126
"3196","11","29","2021",2264,"bronx",276
"3197","11","29","2021",2264,"brooklyn",652
"3198","11","29","2021",2264,"manhattan",444
"3199","11","29","2021",2264,"queens",652
"3200","11","29","2021",2264,"staten island",239
"3201","11","30","2021",1832,"bronx",258
"3202","11","30","2021",1832,"brooklyn",540
"3203","11","30","2021",1832,"manhattan",331
"3204","11","30","2021",1832,"queens",526
"3205","11","30","2021",1832,"staten island",176
"3206","12","01","2021",2025,"bronx",253
"3207","12","01","2021",2025,"brooklyn",658
"3208","12","01","2021",2025,"manhattan",372
"3209","12","01","2021",2025,"queens",529
"3210","12","01","2021",2025,"staten island",213
"3211","12","02","2021",1914,"bronx",287
"3212","12","02","2021",1914,"brooklyn",589
"3213","12","02","2021",1914,"manhattan",339
"3214","12","02","2021",1914,"queens",496
"3215","12","02","2021",1914,"staten island",202
"3216","12","03","2021",1717,"bronx",219
"3217","12","03","2021",1717,"brooklyn",542
"3218","12","03","2021",1717,"manhattan",290
"3219","12","03","2021",1717,"queens",469
"3220","12","03","2021",1717,"staten island",197
"3221","12","04","2021",1129,"bronx",142
"3222","12","04","2021",1129,"brooklyn",344
"3223","12","04","2021",1129,"manhattan",153
"3224","12","04","2021",1129,"queens",334
"3225","12","04","2021",1129,"staten island",156
"3226","12","05","2021",1045,"bronx",83
"3227","12","05","2021",1045,"brooklyn",361
"3228","12","05","2021",1045,"manhattan",173
"3229","12","05","2021",1045,"queens",289
"3230","12","05","2021",1045,"staten island",139
